variation	base	category	suffix	input	output1	output
hotelban/hotelben	háttér	low	nál	háttér	NA	háttérnél
hotelban/hotelben	hátvéd	low	nál	hátvéd	NA	hátvédnél
hotelban/hotelben	hátér	low	nak	hátér	NA	hátérnek
hotelban/hotelben	junker	low	nak	junker	NA	junkernek
hotelban/hotelben	jólét	low	ban	jólét	NA	jólétben
hotelban/hotelben	jólét	low	nak	jólét	NA	jólétnek
hotelban/hotelben	kampec	high	ban	kampec	NA	kampecban
hotelban/hotelben	kampec	high	nak	kampec	NA	kampecnak
hotelban/hotelben	kasper	low	nak	kašper	NA	kašpernek
hotelban/hotelben	klapec	high	nak	klapec	NA	klapecnak
hotelban/hotelben	korrekt	low	nál	korrekt	NA	korrektnél
hotelban/hotelben	krokett	high	nak	krokett	NA	krokettnak
hotelban/hotelben	lumen	low	ban	lumen	NA	lumenben
hotelban/hotelben	lábkrém	low	nak	lábkrém	NA	lábkrémnek
hotelban/hotelben	lábléc	low	ban	lábléc	NA	láblécben
hotelban/hotelben	macesz	high	nál	maces	NA	macesnál
hotelban/hotelben	majszter	high	nak	majster	NA	majsternak
hotelban/hotelben	modem	low	nak	modem	NA	modemnek
hotelban/hotelben	mohél	high	nak	mohél	NA	mohélnak
hotelban/hotelben	mágnes	low	nál	mágneš	NA	mágnešnél
hotelban/hotelben	májkrém	low	nak	májkrém	NA	májkrémnek
hotelban/hotelben	nonszensz	low	ban	nonsens	NA	nonsensben
hotelban/hotelben	nonszensz	low	nak	nonsens	NA	nonsensnek
hotelban/hotelben	omlett	low	ban	omlett	NA	omlettben
hotelban/hotelben	pakett	low	nak	pakett	NA	pakettnek
hotelban/hotelben	papper	high	nak	papper	NA	pappernak
hotelban/hotelben	pasztell	low	nál	pastell	NA	pastellnél
hotelban/hotelben	popper	low	nál	popper	NA	poppernél
hotelban/hotelben	roller	low	nál	roller	NA	rollernél
hotelban/hotelben	samesz	high	nál	šames	NA	šamesnál
hotelban/hotelben	skanzen	low	nál	škanzen	NA	škanzennél
hotelban/hotelben	sparherd	high	nak	šparherd	NA	šparherdnak
hotelban/hotelben	sportrész	low	nál	športrés	NA	športrésnél
hotelban/hotelben	stopper	low	ban	štopper	NA	štopperben
hotelban/hotelben	suszter	high	ban	šuster	NA	šusterban
hotelban/hotelben	szkander	high	nál	skander	NA	skandernál
hotelban/hotelben	szlogen	low	ban	slogen	NA	slogenben
hotelban/hotelben	szoftver	low	nál	softver	NA	softvernél
hotelban/hotelben	tandem	low	nál	tandem	NA	tandemnél
hotelban/hotelben	tanszék	low	nak	tansék	NA	tanséknek
hotelban/hotelben	token	low	nak	token	NA	tokennek
hotelban/hotelben	transzfer	low	nak	transfer	NA	transfernek
hotelban/hotelben	transzfer	low	nál	transfer	NA	transfernél
hotelban/hotelben	trapper	low	nak	trapper	NA	trappernek
hotelban/hotelben	vátesz	low	nak	vátes	NA	vátesnek
hotelban/hotelben	zacsek	high	nak	začek	NA	začeknak
hotelban/hotelben	zsakett	low	nak	žakett	NA	žakettnek
hotelban/hotelben	zsáner	low	nál	žáner	NA	žánernél
hotelban/hotelben	áfész	high	ban	áfés	NA	áfésban
hotelban/hotelben	ágens	low	nál	ágenš	NA	ágenšnél
hotelban/hotelben	ájer	high	nak	ájer	NA	ájernak
hotelban/hotelben	árrés	low	nak	árréš	NA	árréšnek
lakok/lakom	ábrándozik	low	3sg	ábrándoziK	NA	ábrándozVm
lakok/lakom	adakozik	high	3sg	adakoziK	NA	adakozVk
lakok/lakom	adaptálódik	high	3sg	adaptálódiK	NA	adaptálódVk
lakok/lakom	adódik	high	3sg	adódiK	NA	adódVk
lakok/lakom	adósodik	high	3sg	adóšodiK	NA	adóšodVk
lakok/lakom	ágaskodik	low	3sg	ágaškodiK	NA	ágaškodVm
lakok/lakom	aggódik	low	3sg	aggódiK	NA	aggódVm
lakok/lakom	áhítozik	low	3sg	áhítoziK	NA	áhítozVm
lakok/lakom	ajánlkozik	low	3sg	ajánlkoziK	NA	ajánlkozVm
lakok/lakom	akaszkodik	low	3sg	akaskodiK	NA	akaskodVm
lakok/lakom	alkudik	high	3sg	alkudiK	NA	alkudVk
lakok/lakom	alkudozik	low	3sg	alkudoziK	NA	alkudozVm
lakok/lakom	alkuszik	low	3sg	alkusiK	NA	alkusVm
lakok/lakom	állomásozik	low	3sg	állomášoziK	NA	állomášozVm
lakok/lakom	álmélkodik	low	3sg	álmélkodiK	NA	álmélkodVm
lakok/lakom	álmodik	low	3sg	álmodiK	NA	álmodVm
lakok/lakom	álmodozik	low	3sg	álmodoziK	NA	álmodozVm
lakok/lakom	alszik	low	3sg	alsiK	NA	alsVm
lakok/lakom	aluszik	low	3sg	alusiK	NA	alusVm
lakok/lakom	ámuldozik	high	3sg	ámuldoziK	NA	ámuldozVk
lakok/lakom	árulkodik	high	3sg	árulkodiK	NA	árulkodVk
lakok/lakom	ásítozik	high	3sg	ášítoziK	NA	ášítozVk
lakok/lakom	aszalódik	high	3sg	asalódiK	NA	asalódVk
lakok/lakom	aszik	high	3sg	asiK	NA	asVk
lakok/lakom	átkozódik	low	3sg	átkozódiK	NA	átkozódVm
lakok/lakom	autókázik	high	3sg	autókáziK	NA	autókázVk
lakok/lakom	autózik	low	3sg	autóziK	NA	autózVm
lakok/lakom	avatkozik	low	3sg	avatkoziK	NA	avatkozVm
lakok/lakom	bábáskodik	low	3sg	bábáškodiK	NA	bábáškodVm
lakok/lakom	bajlódik	high	3sg	bajlódiK	NA	bajlódVk
lakok/lakom	bakizik	high	3sg	bakiziK	NA	bakizVk
lakok/lakom	balhézik	high	3sg	balhéziK	NA	balhézVk
lakok/lakom	bámészkodik	high	3sg	báméskodiK	NA	báméskodVk
lakok/lakom	bánkódik	low	3sg	bánkódiK	NA	bánkódVm
lakok/lakom	barátkozik	low	3sg	barátkoziK	NA	barátkozVm
lakok/lakom	bátorkodik	low	3sg	bátorkodiK	NA	bátorkodVm
lakok/lakom	berzenkedik	high	3sg	berzenkediK	NA	berzenkedVk
lakok/lakom	betegszik	low	3sg	betegsiK	NA	betegsVm
lakok/lakom	bíbelődik	high	3sg	bíbelődiK	NA	bíbelődVk
lakok/lakom	bíráskodik	low	3sg	bíráškodiK	NA	bíráškodVm
lakok/lakom	birkózik	low	3sg	birkóziK	NA	birkózVm
lakok/lakom	bizakodik	low	3sg	bizakodiK	NA	bizakodVm
lakok/lakom	bízik	low	3sg	bíziK	NA	bízVm
lakok/lakom	bizonyosodik	high	3sg	bizoṉošodiK	NA	bizoṉošodVk
lakok/lakom	bocsátkozik	low	3sg	bočátkoziK	NA	bočátkozVm
lakok/lakom	bogarászik	high	3sg	bogarásiK	NA	bogarásVk
lakok/lakom	bohóckodik	high	3sg	bohóckodiK	NA	bohóckodVk
lakok/lakom	bóklászik	high	3sg	bóklásiK	NA	bóklásVk
lakok/lakom	bonyolódik	high	3sg	boṉolódiK	NA	boṉolódVk
lakok/lakom	bosszankodik	low	3sg	bossankodiK	NA	bossankodVm
lakok/lakom	botladozik	high	3sg	botladoziK	NA	botladozVk
lakok/lakom	botlik	high	3sg	botliK	NA	botlVk
lakok/lakom	botránkozik	low	3sg	botránkoziK	NA	botránkozVm
lakok/lakom	bővelkedik	low	3sg	bővelkediK	NA	bővelkedVm
lakok/lakom	búcsúzkodik	low	3sg	búčúzkodiK	NA	búčúzkodVm
lakok/lakom	búcsúzik	low	3sg	búčúziK	NA	búčúzVm
lakok/lakom	bujdosik	high	3sg	bujdošiK	NA	bujdošVk
lakok/lakom	bújócskázik	high	3sg	bújóčkáziK	NA	bújóčkázVk
lakok/lakom	bukfencezik	high	3sg	bukfenceziK	NA	bukfencezVk
lakok/lakom	bűnhődik	low	3sg	bűnhődiK	NA	bűnhődVm
lakok/lakom	búslakodik	low	3sg	búšlakodiK	NA	búšlakodVm
lakok/lakom	büszkélkedik	low	3sg	büskélkediK	NA	büskélkedVm
lakok/lakom	búvárkodik	low	3sg	búvárkodiK	NA	búvárkodVm
lakok/lakom	bűvészkedik	high	3sg	bűvéskediK	NA	bűvéskedVk
lakok/lakom	cikkezik	high	3sg	cikkeziK	NA	cikkezVk
lakok/lakom	cipekedik	high	3sg	cipekediK	NA	cipekedVk
lakok/lakom	cipekszik	high	3sg	cipeksiK	NA	cipeksVk
lakok/lakom	csalatkozik	low	3sg	čalatkoziK	NA	čalatkozVm
lakok/lakom	csalódik	high	3sg	čalódiK	NA	čalódVk
lakok/lakom	csapódik	high	3sg	čapódiK	NA	čapódVk
lakok/lakom	csatlakozik	low	3sg	čatlakoziK	NA	čatlakozVm
lakok/lakom	csavarodik	high	3sg	čavarodiK	NA	čavarodVk
lakok/lakom	cselekszik	low	3sg	čeleksiK	NA	čeleksVm
lakok/lakom	csendesedik	high	3sg	čendešediK	NA	čendešedVk
lakok/lakom	csigázik	high	3sg	čigáziK	NA	čigázVk
lakok/lakom	csimpaszkodik	low	3sg	čimpaskodiK	NA	čimpaskodVm
lakok/lakom	csiszolódik	high	3sg	čisolódiK	NA	čisolódVk
lakok/lakom	csodálkozik	low	3sg	čodálkoziK	NA	čodálkozVm
lakok/lakom	csókolózik	low	3sg	čókolóziK	NA	čókolózVm
lakok/lakom	csónakázik	high	3sg	čónakáziK	NA	čónakázVk
lakok/lakom	csuklik	high	3sg	čukliK	NA	čuklVk
lakok/lakom	csúszik	high	3sg	čúsiK	NA	čúsVk
lakok/lakom	dicsekszik	low	3sg	dičeksiK	NA	dičeksVm
lakok/lakom	diétázik	low	3sg	diétáziK	NA	diétázVm
lakok/lakom	dobálódzik	high	3sg	dobálódziK	NA	dobálódzVk
lakok/lakom	döglődik	high	3sg	döglődiK	NA	döglődVk
lakok/lakom	dohányzik	low	3sg	doháṉziK	NA	doháṉzVm
lakok/lakom	dolgozik	low	3sg	dolgoziK	NA	dolgozVm
lakok/lakom	dörgölőzik	high	3sg	dörgölőziK	NA	dörgölőzVk
lakok/lakom	dudorászik	high	3sg	dudorásiK	NA	dudorásVk
lakok/lakom	ébredezik	high	3sg	ébredeziK	NA	ébredezVk
lakok/lakom	edzik	high	3sg	edziK	NA	edzVk
lakok/lakom	edződik	low	3sg	edződiK	NA	edződVm
lakok/lakom	egyenesedik	high	3sg	eḏenešediK	NA	eḏenešedVk
lakok/lakom	egyezik	high	3sg	eḏeziK	NA	eḏezVk
lakok/lakom	egyszerűsödik	low	3sg	eḏserűšödiK	NA	eḏserűšödVm
lakok/lakom	éhezik	high	3sg	éheziK	NA	éhezVk
lakok/lakom	éjszakázik	low	3sg	éjsakáziK	NA	éjsakázVm
lakok/lakom	ejtőzik	high	3sg	ejtőziK	NA	ejtőzVk
lakok/lakom	ékeskedik	low	3sg	ékeškediK	NA	ékeškedVm
lakok/lakom	élcelődik	high	3sg	élcelődiK	NA	élcelődVk
lakok/lakom	elégszik	low	3sg	elégsiK	NA	elégsVm
lakok/lakom	elegyedik	high	3sg	eleḏediK	NA	eleḏedVk
lakok/lakom	ellenkezik	high	3sg	ellenkeziK	NA	ellenkezVk
lakok/lakom	elmélázik	high	3sg	elméláziK	NA	elmélázVk
lakok/lakom	elmélkedik	low	3sg	elmélkediK	NA	elmélkedVm
lakok/lakom	élősködik	high	3sg	élőšködiK	NA	élőšködVk
lakok/lakom	élvezkedik	high	3sg	élvezkediK	NA	élvezkedVk
lakok/lakom	emlékezik	high	3sg	emlékeziK	NA	emlékezVk
lakok/lakom	emlékszik	low	3sg	emléksiK	NA	emléksVm
lakok/lakom	emlékszik	high	3sg	emléksiK	NA	emléksVk
lakok/lakom	epekedik	high	3sg	epekediK	NA	epekedVk
lakok/lakom	építkezik	high	3sg	építkeziK	NA	építkezVk
lakok/lakom	érdeklődik	high	3sg	érdeklődiK	NA	érdeklődVk
lakok/lakom	ereszkedik	high	3sg	ereskediK	NA	ereskedVk
lakok/lakom	érintkezik	low	3sg	érintkeziK	NA	érintkezVm
lakok/lakom	érkezik	low	3sg	érkeziK	NA	érkezVm
lakok/lakom	érlelődik	high	3sg	érlelődiK	NA	érlelődVk
lakok/lakom	erőlködik	low	3sg	erőlködiK	NA	erőlködVm
lakok/lakom	erősködik	low	3sg	erőšködiK	NA	erőšködVm
lakok/lakom	erősödik	low	3sg	erőšödiK	NA	erőšödVm
lakok/lakom	értekezik	high	3sg	értekeziK	NA	értekezVk
lakok/lakom	esik	high	3sg	ešiK	NA	ešVk
lakok/lakom	esedezik	low	3sg	ešedeziK	NA	ešedezVm
lakok/lakom	esküdözik	high	3sg	ešküdöziK	NA	ešküdözVk
lakok/lakom	esküszik	low	3sg	ešküsiK	NA	ešküsVm
lakok/lakom	eszik	high	3sg	esiK	NA	esVk
lakok/lakom	étkezik	low	3sg	étkeziK	NA	étkezVm
lakok/lakom	évődik	low	3sg	évődiK	NA	évődVm
lakok/lakom	faggatózik	low	3sg	faggatóziK	NA	faggatózVm
lakok/lakom	fagyoskodik	low	3sg	faḏoškodiK	NA	faḏoškodVm
lakok/lakom	falatozik	high	3sg	falatoziK	NA	falatozVk
lakok/lakom	fanyalodik	high	3sg	faṉalodiK	NA	faṉalodVk
lakok/lakom	fáradozik	low	3sg	fáradoziK	NA	fáradozVm
lakok/lakom	fázik	low	3sg	fáziK	NA	fázVm
lakok/lakom	fegyverkezik	high	3sg	feḏverkeziK	NA	feḏverkezVk
lakok/lakom	fejlődik	high	3sg	fejlődiK	NA	fejlődVk
lakok/lakom	fekszik	low	3sg	feksiK	NA	feksVm
lakok/lakom	feledkezik	high	3sg	feledkeziK	NA	feledkezVk
lakok/lakom	felejtkezik	low	3sg	felejtkeziK	NA	felejtkezVm
lakok/lakom	férkőzik	low	3sg	férkőziK	NA	férkőzVm
lakok/lakom	fertőződik	low	3sg	fertőződiK	NA	fertőződVm
lakok/lakom	fésülködik	low	3sg	féšülködiK	NA	féšülködVm
lakok/lakom	fészkelődik	high	3sg	féskelődiK	NA	féskelődVk
lakok/lakom	fiatalodik	low	3sg	fiatalodiK	NA	fiatalodVm
lakok/lakom	finomkodik	high	3sg	finomkodiK	NA	finomkodVk
lakok/lakom	fogadkozik	low	3sg	fogadkoziK	NA	fogadkozVm
lakok/lakom	foglalkozik	low	3sg	foglalkoziK	NA	foglalkozVm
lakok/lakom	fogyatkozik	low	3sg	foḏatkoziK	NA	foḏatkozVm
lakok/lakom	fogyókúrázik	high	3sg	foḏókúráziK	NA	foḏókúrázVk
lakok/lakom	fohászkodik	low	3sg	foháskodiK	NA	foháskodVm
lakok/lakom	folytatódik	low	3sg	fojtatódiK	NA	fojtatódVm
lakok/lakom	fonódik	low	3sg	fonódiK	NA	fonódVm
lakok/lakom	fontoskodik	low	3sg	fontoškodiK	NA	fontoškodVm
lakok/lakom	forgolódik	high	3sg	forgolódiK	NA	forgolódVk
lakok/lakom	formálódik	high	3sg	formálódiK	NA	formálódVk
lakok/lakom	forrósodik	high	3sg	forróšodiK	NA	forróšodVk
lakok/lakom	főzőcskézik	high	3sg	főzőčkéziK	NA	főzőčkézVk
lakok/lakom	fukarkodik	low	3sg	fukarkodiK	NA	fukarkodVm
lakok/lakom	fulladozik	low	3sg	fulladoziK	NA	fulladozVm
lakok/lakom	fürdőzik	high	3sg	fürdőziK	NA	fürdőzVk
lakok/lakom	fúródik	high	3sg	fúródiK	NA	fúródVk
lakok/lakom	furulyázik	high	3sg	furujáziK	NA	furujázVk
lakok/lakom	futamodik	high	3sg	futamodiK	NA	futamodVk
lakok/lakom	futballozik	low	3sg	futballoziK	NA	futballozVm
lakok/lakom	futkározik	high	3sg	futkároziK	NA	futkározVk
lakok/lakom	fuvolázik	low	3sg	fuvoláziK	NA	fuvolázVm
lakok/lakom	fűződik	high	3sg	fűződiK	NA	fűződVk
lakok/lakom	gazdagodik	low	3sg	gazdagodiK	NA	gazdagodVm
lakok/lakom	gazdagszik	low	3sg	gazdagsiK	NA	gazdagsVm
lakok/lakom	gazdálkodik	low	3sg	gazdálkodiK	NA	gazdálkodVm
lakok/lakom	gömbölyödik	high	3sg	gömböjödiK	NA	gömböjödVk
lakok/lakom	gondolkodik	low	3sg	gondolkodiK	NA	gondolkodVm
lakok/lakom	gondolkozik	low	3sg	gondolkoziK	NA	gondolkozVm
lakok/lakom	gondoskodik	low	3sg	gondoškodiK	NA	gondoškodVm
lakok/lakom	gonoszkodik	low	3sg	gonoskodiK	NA	gonoskodVm
lakok/lakom	gúnyolódik	high	3sg	gúṉolódiK	NA	gúṉolódVk
lakok/lakom	gyanakszik	low	3sg	ḏanaksiK	NA	ḏanaksVm
lakok/lakom	gyarapszik	low	3sg	ḏarapsiK	NA	ḏarapsVm
lakok/lakom	gyengélkedik	low	3sg	ḏengélkediK	NA	ḏengélkedVm
lakok/lakom	gyöngyözik	high	3sg	ḏönḏöziK	NA	ḏönḏözVk
lakok/lakom	gyönyörködik	low	3sg	ḏöṉörködiK	NA	ḏöṉörködVm
lakok/lakom	gyötrődik	low	3sg	ḏötrődiK	NA	ḏötrődVm
lakok/lakom	győzködik	high	3sg	ḏőzködiK	NA	ḏőzködVk
lakok/lakom	győződik	low	3sg	ḏőződiK	NA	ḏőződVm
lakok/lakom	gyűlölködik	high	3sg	ḏűlölködiK	NA	ḏűlölködVk
lakok/lakom	gyűrődik	low	3sg	ḏűrődiK	NA	ḏűrődVm
lakok/lakom	háborodik	high	3sg	háborodiK	NA	háborodVk
lakok/lakom	háborúzik	high	3sg	háborúziK	NA	háborúzVk
lakok/lakom	hadakozik	low	3sg	hadakoziK	NA	hadakozVm
lakok/lakom	hagyatkozik	low	3sg	haḏatkoziK	NA	haḏatkozVm
lakok/lakom	hajladozik	high	3sg	hajladoziK	NA	hajladozVk
lakok/lakom	hajókázik	high	3sg	hajókáziK	NA	hajókázVk
lakok/lakom	hajózik	high	3sg	hajóziK	NA	hajózVk
lakok/lakom	hálálkodik	low	3sg	hálálkodiK	NA	hálálkodVm
lakok/lakom	haldoklik	high	3sg	haldokliK	NA	haldoklVk
lakok/lakom	halványodik	low	3sg	halváṉodiK	NA	halváṉodVm
lakok/lakom	hangolódik	high	3sg	hangolódiK	NA	hangolódVk
lakok/lakom	hangoskodik	high	3sg	hangoškodiK	NA	hangoškodVk
lakok/lakom	hanyatlik	high	3sg	haṉatliK	NA	haṉatlVk
lakok/lakom	hánykolódik	low	3sg	háṉkolódiK	NA	háṉkolódVm
lakok/lakom	hányódik	low	3sg	háṉódiK	NA	háṉódVm
lakok/lakom	haragszik	low	3sg	haragsiK	NA	haragsVm
lakok/lakom	harangozik	high	3sg	harangoziK	NA	harangozVk
lakok/lakom	hatódik	high	3sg	hatódiK	NA	hatódVk
lakok/lakom	haverkodik	high	3sg	haverkodiK	NA	haverkodVk
lakok/lakom	házasodik	high	3sg	házašodiK	NA	házašodVk
lakok/lakom	hazudozik	high	3sg	hazudoziK	NA	hazudozVk
lakok/lakom	helyezkedik	low	3sg	hejezkediK	NA	hejezkedVm
lakok/lakom	hiányzik	low	3sg	hiáṉziK	NA	hiáṉzVm
lakok/lakom	hibázik	high	3sg	hibáziK	NA	hibázVk
lakok/lakom	hintázik	high	3sg	hintáziK	NA	hintázVk
lakok/lakom	hiszik	high	3sg	hisiK	NA	hisVk
lakok/lakom	hivalkodik	low	3sg	hivalkodiK	NA	hivalkodVm
lakok/lakom	hivatkozik	low	3sg	hivatkoziK	NA	hivatkozVm
lakok/lakom	hízik	high	3sg	híziK	NA	hízVk
lakok/lakom	hozakodik	low	3sg	hozakodiK	NA	hozakodVm
lakok/lakom	hüledezik	high	3sg	hüledeziK	NA	hüledezVk
lakok/lakom	hülyéskedik	high	3sg	hüjéškediK	NA	hüjéškedVk
lakok/lakom	húzódik	high	3sg	húzódiK	NA	húzódVk
lakok/lakom	húzódozik	low	3sg	húzódoziK	NA	húzódozVm
lakok/lakom	idegenkedik	low	3sg	idegenkediK	NA	idegenkedVm
lakok/lakom	idegeskedik	high	3sg	idegeškediK	NA	idegeškedVk
lakok/lakom	idősödik	low	3sg	időšödiK	NA	időšödVm
lakok/lakom	időzik	high	3sg	időziK	NA	időzVk
lakok/lakom	igazodik	high	3sg	igazodiK	NA	igazodVk
lakok/lakom	ígérkezik	high	3sg	ígérkeziK	NA	ígérkezVk
lakok/lakom	igyekszik	low	3sg	iḏeksiK	NA	iḏeksVm
lakok/lakom	imádkozik	low	3sg	imádkoziK	NA	imádkozVm
lakok/lakom	ingadozik	low	3sg	ingadoziK	NA	ingadozVm
lakok/lakom	iparkodik	low	3sg	iparkodiK	NA	iparkodVm
lakok/lakom	irigykedik	low	3sg	iriḏkediK	NA	iriḏkedVm
lakok/lakom	irtózik	low	3sg	irtóziK	NA	irtózVm
lakok/lakom	ismerkedik	high	3sg	išmerkediK	NA	išmerkedVk
lakok/lakom	ismerszik	high	3sg	išmersiK	NA	išmersVk
lakok/lakom	iszik	high	3sg	isiK	NA	isVk
lakok/lakom	iszik	low	3sg	isiK	NA	isVm
lakok/lakom	iszonyodik	low	3sg	isoṉodiK	NA	isoṉodVm
lakok/lakom	ítélkezik	low	3sg	ítélkeziK	NA	ítélkezVm
lakok/lakom	izmosodik	low	3sg	izmošodiK	NA	izmošodVm
lakok/lakom	játszadozik	low	3sg	játsadoziK	NA	játsadozVm
lakok/lakom	játszik	low	3sg	játsiK	NA	játsVm
lakok/lakom	játszódik	high	3sg	játsódiK	NA	játsódVk
lakok/lakom	jelentkezik	low	3sg	jelentkeziK	NA	jelentkezVm
lakok/lakom	jeleskedik	high	3sg	jeleškediK	NA	jeleškedVk
lakok/lakom	jógázik	low	3sg	jógáziK	NA	jógázVm
lakok/lakom	jóllakik	high	3sg	jóllakiK	NA	jóllakVk
lakok/lakom	kacérkodik	low	3sg	kacérkodiK	NA	kacérkodVm
lakok/lakom	kajakozik	low	3sg	kajakoziK	NA	kajakozVm
lakok/lakom	kallódik	high	3sg	kallódiK	NA	kallódVk
lakok/lakom	kapálódzik	high	3sg	kapálódziK	NA	kapálódzVk
lakok/lakom	kaparászik	low	3sg	kaparásiK	NA	kaparásVm
lakok/lakom	kapaszkodik	low	3sg	kapaskodiK	NA	kapaskodVm
lakok/lakom	kapcsolódik	low	3sg	kapčolódiK	NA	kapčolódVm
lakok/lakom	kardoskodik	low	3sg	kardoškodiK	NA	kardoškodVm
lakok/lakom	kárhozik	high	3sg	kárhoziK	NA	kárhozVk
lakok/lakom	karikázik	high	3sg	karikáziK	NA	karikázVk
lakok/lakom	káromkodik	high	3sg	káromkodiK	NA	káromkodVk
lakok/lakom	kártyázik	high	3sg	kárṯáziK	NA	kárṯázVk
lakok/lakom	kászálódik	high	3sg	kásálódiK	NA	kásálódVk
lakok/lakom	kávézik	high	3sg	kávéziK	NA	kávézVk
lakok/lakom	kedveskedik	high	3sg	kedveškediK	NA	kedveškedVk
lakok/lakom	kegyeskedik	high	3sg	keḏeškediK	NA	keḏeškedVk
lakok/lakom	kekeckedik	high	3sg	kekeckediK	NA	kekeckedVk
lakok/lakom	kenődik	high	3sg	kenődiK	NA	kenődVk
lakok/lakom	képzelődik	low	3sg	képzelődiK	NA	képzelődVm
lakok/lakom	képződik	low	3sg	képződiK	NA	képződVm
lakok/lakom	kéredzkedik	high	3sg	kéredzkediK	NA	kéredzkedVk
lakok/lakom	kerekedik	high	3sg	kerekediK	NA	kerekedVk
lakok/lakom	kerekezik	high	3sg	kerekeziK	NA	kerekezVk
lakok/lakom	kereskedik	high	3sg	kereškediK	NA	kereškedVk
lakok/lakom	kergetőzik	high	3sg	kergetőziK	NA	kergetőzVk
lakok/lakom	keringőzik	high	3sg	keringőziK	NA	keringőzVk
lakok/lakom	kérkedik	high	3sg	kérkediK	NA	kérkedVk
lakok/lakom	kertészkedik	high	3sg	kertéskediK	NA	kertéskedVk
lakok/lakom	keseredik	high	3sg	kešerediK	NA	kešeredVk
lakok/lakom	késlekedik	high	3sg	kéšlekediK	NA	kéšlekedVk
lakok/lakom	készülődik	high	3sg	késülődiK	NA	késülődVk
lakok/lakom	kételkedik	low	3sg	kételkediK	NA	kételkedVm
lakok/lakom	kétkedik	low	3sg	kétkediK	NA	kétkedVm
lakok/lakom	kezdődik	high	3sg	kezdődiK	NA	kezdődVk
lakok/lakom	kezeskedik	low	3sg	kezeškediK	NA	kezeškedVm
lakok/lakom	kiáltozik	low	3sg	kiáltoziK	NA	kiáltozVm
lakok/lakom	kínlódik	high	3sg	kínlódiK	NA	kínlódVk
lakok/lakom	kívánkozik	low	3sg	kívánkoziK	NA	kívánkozVm
lakok/lakom	kocsikázik	high	3sg	kočikáziK	NA	kočikázVk
lakok/lakom	költekezik	high	3sg	költekeziK	NA	költekezVk
lakok/lakom	költözik	high	3sg	költöziK	NA	költözVk
lakok/lakom	költözik	low	3sg	költöziK	NA	költözVm
lakok/lakom	költözködik	low	3sg	költözködiK	NA	költözködVm
lakok/lakom	komolyodik	low	3sg	komojodiK	NA	komojodVm
lakok/lakom	könnyezik	high	3sg	köṉṉeziK	NA	köṉṉezVk
lakok/lakom	kopaszodik	low	3sg	kopasodiK	NA	kopasodVm
lakok/lakom	korcsolyázik	low	3sg	korčojáziK	NA	korčojázVm
lakok/lakom	korzózik	high	3sg	korzóziK	NA	korzózVk
lakok/lakom	kosarazik	high	3sg	košaraziK	NA	košarazVk
lakok/lakom	kötődik	low	3sg	kötődiK	NA	kötődVm
lakok/lakom	kotorászik	high	3sg	kotorásiK	NA	kotorásVk
lakok/lakom	kötözködik	low	3sg	kötözködiK	NA	kötözködVm
lakok/lakom	követelőzik	high	3sg	követelőziK	NA	követelőzVk
lakok/lakom	következik	low	3sg	következiK	NA	következVm
lakok/lakom	közeledik	high	3sg	közelediK	NA	közeledVk
lakok/lakom	közlekedik	high	3sg	közlekediK	NA	közlekedVk
